Time(s)	Position(mm)
86.9813	39.359087
87.0445	39.352566
87.1069	39.346716
87.1697	39.340186
87.2323	39.334287
87.2945	39.327456
87.3577	39.321836
87.4219	39.315027
87.4834	39.308516
87.5450	39.302666
87.6076	39.295837
87.6697	39.290208
87.7320	39.284316
87.7935	39.277808
87.8561	39.271917
87.9196	39.265366
87.9808	39.258577
88.0428	39.252666
88.1047	39.247097
88.1680	39.240266
88.2313	39.234626
88.2941	39.227837
88.3572	39.221956
88.4198	39.215447
88.4856	39.208625
88.5460	39.202126
88.6080	39.196216
88.6718	39.190298
88.7332	39.183787
88.7954	39.177917
88.8575	39.171416
88.9197	39.165476
88.9822	39.158657
89.0437	39.153066
89.1083	39.146257
89.1705	39.139756
89.2318	39.133877
89.2938	39.127046
89.3570	39.121406
89.4181	39.115527
89.4807	39.109016
89.5428	39.103096
89.6049	39.096567
89.6681	39.090696
89.7305	39.083867
89.7935	39.078276
89.8547	39.071458
89.9161	39.065828
89.9786	39.059016
90.0404	39.053157
90.1032	39.046646
90.1654	39.040728
90.2277	39.034187
90.2881	39.028276
90.3515	39.021477
90.4147	39.015906
90.4774	39.009106
90.5406	39.003457
90.6038	38.996636
90.6675	38.991047
90.7293	38.984216
90.7917	38.978315
90.8547	38.971797
90.9167	38.965886
90.9803	38.959377
91.0414	38.952546
91.1053	38.946667
91.1678	38.940166
91.2289	38.934236
91.2906	38.927708
91.3542	38.921836
91.4161	38.915947
91.4781	38.909417
91.5395	38.903477
91.6020	38.896978
91.6659	38.891106
91.7292	38.884297
91.7910	38.877795
91.8536	38.871868
91.9151	38.865317
91.9779	38.859426
92.0400	38.852627
92.1025	38.847046
92.1634	38.841116
92.2256	38.834607
92.2867	38.828716
92.3483	38.822207
92.4094	38.816287
92.4691	38.810396
92.5316	38.803877
92.5929	38.798018
92.6556	38.791477
92.7183	38.785518
92.7810	38.778706
92.8420	38.773127
92.9048	38.767236
92.9667	38.760706
93.0281	38.753906
93.0897	38.748296
93.1521	38.742397
93.2142	38.735586
93.2770	38.729956
93.3401	38.723147
93.4005	38.716626
93.4631	38.710776
93.5257	38.704856
93.5886	38.698328
93.6513	38.692407
93.7134	38.685886
93.7756	38.680027
93.8383	38.673206
93.9002	38.667576
93.9617	38.660747
94.0235	38.655166
94.0876	38.648357
94.1489	38.641558
94.2111	38.635967
94.2737	38.630056
94.3371	38.623557
94.3994	38.617656
94.4622	38.611157
94.5276	38.605237
94.5875	38.598438
94.6500	38.591897
94.7127	38.585996
94.7744	38.579497
94.8359	38.573586
94.8975	38.567666
94.9602	38.561157
95.0229	38.555295
95.0850	38.548787
95.1486	38.542856
95.2113	38.536038
95.2737	38.529497
95.3366	38.523606
95.3995	38.517107
95.4647	38.511238
95.5243	38.504397
95.5868	38.498757
95.6502	38.491926
95.7118	38.486348
95.7763	38.479546
95.8394	38.472737
95.9006	38.467126
95.9623	38.461206
96.0249	38.454697
96.0868	38.448816
96.1484	38.442297
96.2112	38.436377
96.2717	38.429565
96.3347	38.423987
96.3970	38.417156
96.4597	38.411558
96.5222	38.404727
96.5840	38.398816
96.6455	38.392317
96.7080	38.386436
96.7709	38.379927
96.8333	38.373977
96.8964	38.367156
96.9586	38.361558
97.0200	38.354746
97.0832	38.349158
97.1468	38.342346
97.2082	38.336716
97.2707	38.329897
97.3335	38.324006
97.3950	38.317498
97.4580	38.311587
97.5215	38.305056
97.5843	38.299167
97.6472	38.292336
97.7090	38.286746
97.7718	38.279927
97.8335	38.274277
97.8950	38.267456
97.9575	38.261587
98.0191	38.255076
98.0820	38.249167
98.1457	38.242637
98.2077	38.236707
98.2696	38.229897
98.3316	38.224336
98.3930	38.217517
98.4566	38.211877
98.5186	38.205046
98.5886	38.199465
98.6429	38.192627
98.7042	38.186736
98.7666	38.180208
98.8302	38.174287
98.8939	38.167786
98.9565	38.161897
99.0187	38.155066
99.0816	38.149446
99.1446	38.142637
99.2078	38.136116
99.2690	38.130237
99.3310	38.124336
99.3925	38.117808
99.4545	38.111868
99.5174	38.105356
99.5812	38.099487
99.6432	38.092676
99.7066	38.087056
99.7694	38.080227
99.8333	38.073696
99.8950	38.067786
99.9571	38.060977
100.0179	38.055408
100.0799	38.049465
100.1417	38.042947
100.2047	38.037065
100.2674	38.030547
100.3292	38.024626
100.3919	38.017808
100.4552	38.012188
100.5173	38.005376
100.5795	37.998877
100.6410	37.992986
100.7014	37.987046
100.7642	37.980518
100.8255	37.974636
100.8887	37.968147
100.9513	37.962256
101.0142	37.955437
101.0763	37.949807
101.1383	37.942986
101.2007	37.937427
101.2630	37.930627
101.3249	37.924985
101.3862	37.918186
101.4487	37.912275
101.5116	37.905767
101.5741	37.899875
101.6356	37.893347
101.6986	37.887417
101.7607	37.881567
101.8223	37.875056
101.8837	37.869136
101.9452	37.862598
102.0072	37.856697
102.0699	37.849897
102.1329	37.844316
102.1976	37.837517
102.2584	37.830996
102.3215	37.825037
102.3855	37.818237
102.4479	37.812656
102.5104	37.805857
102.5727	37.800237
102.6359	37.793447
102.6984	37.787827
102.7602	37.780996
102.8228	37.775137
102.8860	37.768616
102.9499	37.762686
103.0095	37.756177
103.0724	37.750317
103.1338	37.743477
103.1982	37.737876
103.2614	37.731077
103.3219	37.724536
103.3859	37.718647
103.4483	37.712776
103.5114	37.706277
103.5740	37.700317
103.6362	37.693787
103.6987	37.686978
103.7617	37.681096
103.8232	37.674597
103.8850	37.668706
103.9475	37.662175
104.0091	37.656235
104.0714	37.649446
104.1343	37.643887
104.1968	37.637966
104.2591	37.631436
104.3238	37.625547
104.3844	37.619045
104.4475	37.612217
104.5108	37.606357
104.5728	37.599827
104.6346	37.593896
104.6981	37.587375
104.7602	37.581497
104.8234	37.574666
104.8843	37.569045
104.9463	37.562246
105.0083	37.556646
105.0713	37.549836
105.1338	37.543958
105.1971	37.537437
105.2605	37.531477
105.3226	37.524946
105.3837	37.519097
105.4471	37.512288
105.5085	37.506677
105.5706	37.499856
105.6321	37.494236
105.6935	37.487397
105.7563	37.481826
105.8197	37.475037
105.8831	37.469097
105.9448	37.462576
106.0077	37.456687
106.0704	37.450186
106.1335	37.444268
106.1953	37.437466
106.2581	37.431846
106.3206	37.425037
106.3836	37.418525
106.4453	37.412646
106.5080	37.406716
106.5707	37.400186
106.6339	37.394307
106.6957	37.387808
106.7587	37.381917
106.8212	37.375085
106.8838	37.368557
106.9467	37.362607
107.0084	37.356096
107.0801	37.350227
107.1462	37.343416
107.2087	37.336897
107.2719	37.330066
107.3358	37.323557
107.3978	37.317637
107.4594	37.311736
107.5217	37.305217
107.5831	37.299346
107.6469	37.292837
107.7096	37.285996
107.7716	37.280056
107.8341	37.273525
107.8965	37.267646
107.9589	37.261135
108.0200	37.255247
108.0833	37.248416
108.1447	37.242786
108.2073	37.236897
108.2700	37.230396
108.3316	37.224478
108.3930	37.217947
108.4564	37.212078
108.5185	37.205247
108.5818	37.198735
108.6451	37.192847
108.7086	37.186316
108.7710	37.180386
108.8334	37.173586
108.8950	37.168027
108.9579	37.161196
109.0213	37.155566
109.0834	37.148748
109.1454	37.142847
109.2080	37.136335
109.2707	37.130486
109.3339	37.123958
109.3957	37.118005
109.4578	37.111196
109.5194	37.105615
109.5826	37.098806
109.6441	37.093196
109.7063	37.086387
109.7692	37.080776
109.8327	37.073958
109.8944	37.068086
109.9583	37.061577
110.0205	37.055657
110.0827	37.049146
110.1455	37.042346
110.2068	37.036445
110.2689	37.030847
110.3311	37.024045
110.3928	37.018425
110.4547	37.011626
110.5172	37.005757
110.5788	36.999255
110.6397	36.993296
110.7022	36.986755
110.7641	36.980886
110.8266	36.974077
110.8897	36.968496
110.9510	36.962576
111.0143	36.956067
111.0762	36.949236
111.1382	36.943677
111.2015	36.936877
111.2651	36.930957
111.3275	36.924426
111.3895	36.918538
111.4522	36.912026
111.5142	36.906116
111.5764	36.899316
111.6385	36.893677
111.7048	36.886877
111.7644	36.880366
111.8258	36.874478
111.8877	36.868547
111.9498	36.862017
112.0131	36.856125
112.0757	36.849617
112.1369	36.843757
112.1994	36.836926
112.2616	36.831296
112.3234	36.825405
112.3860	36.818887
112.4487	36.812087
112.5114	36.806467
112.5746	36.799666
112.6359	36.793748
112.6987	36.787236
112.7602	36.781345
112.8228	36.774827
112.8849	36.768896
112.9477	36.763037
113.0108	36.756526
113.0738	36.749697
113.1348	36.744087
113.1978	36.737256
113.2595	36.731345
113.3226	36.724836
113.3853	36.718977
113.4475	36.712466
113.5101	36.706516
113.5717	36.699688
113.6338	36.694097
113.6960	36.687275
113.7587	36.681677
113.8222	36.674866
113.8855	36.669246
113.9483	36.662407
114.0107	36.656526
114.0724	36.650027
114.1349	36.644106
114.1978	36.637576
114.2610	36.631697
114.3237	36.624866
114.3869	36.618347
114.4492	36.612466
114.5128	36.605947
114.5745	36.600007
114.6361	36.593196
114.6980	36.587607
114.7599	36.581687
114.8222	36.575146
114.8848	36.569226
114.9478	36.562417
115.0114	36.555916
115.0735	36.550046
115.1361	36.543525
115.1985	36.537566
115.2620	36.530737
115.3249	36.525156
115.3877	36.518347
115.4499	36.512747
115.5135	36.505938
115.5753	36.499116
115.6381	36.493477
115.6997	36.487595
115.7623	36.481086
115.8255	36.475176
115.8876	36.468635
115.9500	36.462766
116.0122	36.455925
116.0746	36.450337
116.1374	36.443525
116.2003	36.436987
116.2625	36.431067
116.3244	36.425208
116.3862	36.418687
116.4497	36.412776
116.5128	36.406235
116.5767	36.399417
116.6386	36.393516
116.7016	36.387007
116.7659	36.381135
116.8283	36.374617
116.8919	36.368667
116.9544	36.361846
117.0172	36.355327
117.0796	36.349465
117.1421	36.342947
117.2039	36.337056
117.2665	36.330237
117.3296	36.324607
117.3892	36.317786
117.4519	36.312227
117.5145	36.306296
117.5777	36.299775
117.6407	36.292966
117.7033	36.287056
117.7655	36.280547
117.8276	36.274656
117.8892	36.268127
117.9536	36.262217
118.0154	36.255405
118.0768	36.249846
118.1398	36.243916
118.2020	36.237375
118.2642	36.230576
118.3266	36.224675
118.3895	36.218157
118.4525	36.212297
118.5159	36.205767
118.5792	36.199817
118.6423	36.193005
118.7047	36.186487
118.7670	36.180627
118.8301	36.174106
118.8930	36.168215
118.9553	36.161387
119.0170	36.155767
119.0809	36.148967
119.1440	36.143386
119.2060	36.136597
119.2683	36.130957
119.3304	36.124146
119.3925	36.118257
119.4560	36.111746
119.5190	36.105857
119.5830	36.099326
119.6454	36.092537
119.7077	36.086606
119.7709	36.080095
119.8332	36.074207
119.8937	36.067695
119.9565	36.061765
120.0189	36.055886
120.0815	36.049387
120.1426	36.042556
120.2042	36.036965
120.2671	36.031025
120.3304	36.024207
120.3916	36.017708
120.4557	36.011836
120.5186	36.005337
120.5810	35.999397
120.6438	35.992566
120.7070	35.986965
120.7709	35.980156
120.8327	35.973657
120.8945	35.967786
120.9571	35.962156
121.0201	35.955327
121.0840	35.949446
121.1461	35.942927
121.2081	35.936116
121.2709	35.930496
121.3331	35.923687
121.3963	35.917776
121.4592	35.911267
121.5218	35.905386
121.5851	35.898857
121.6475	35.892927
121.7100	35.886116
121.7742	35.880537
121.8354	35.873706
121.8978	35.867197
121.9606	35.861277
122.0240	35.855356
122.0853	35.848857
122.1489	35.842996
122.2114	35.836477
122.2733	35.829646
122.3372	35.823716
122.3998	35.817188
122.4629	35.811306
122.5251	35.804797
122.5872	35.798906
122.6500	35.792075
122.7129	35.786445
122.7753	35.779607
122.8367	35.774055
122.8987	35.767246
122.9612	35.761616
123.0243	35.754817
123.0879	35.748906
123.1500	35.742385
123.2135	35.736506
123.2760	35.729976
123.3399	35.723167
123.4021	35.717236
123.4647	35.710715
123.5271	35.704836
123.5893	35.698315
123.6524	35.692407
123.7154	35.685596
123.7783	35.679966
123.8405	35.673167
123.9029	35.666646
123.9657	35.660767
124.0275	35.654827
124.0897	35.648306
124.1527	35.642427
124.2161	35.635916
124.2774	35.629106
124.3405	35.623196
124.4041	35.617576
124.4653	35.610767
124.5259	35.604255
124.5894	35.598386
124.6528	35.591587
124.7139	35.585947
124.7797	35.580037
124.8391	35.573535
124.9026	35.567656
124.9652	35.561116
125.0267	35.554316
125.0894	35.548396
125.1516	35.541887
125.2152	35.535986
125.2763	35.529487
125.3386	35.523567
125.3992	35.517676
125.4615	35.511167
125.5234	35.505295
125.5872	35.498767
125.6502	35.492805
125.7130	35.485996
125.7753	35.479475
125.8373	35.473625
125.8999	35.467107
125.9617	35.461216
126.0235	35.454377
126.0857	35.448757
126.1495	35.442896
126.2116	35.436377
126.2744	35.430447
126.3395	35.423926
126.4004	35.417126
126.4621	35.411245
126.5241	35.404727
126.5862	35.398835
126.6490	35.392307
126.7113	35.386406
126.7736	35.379575
126.8350	35.374006
126.8970	35.368057
126.9591	35.361526
127.0231	35.355676
127.0854	35.348877
127.1481	35.342366
127.2109	35.336467
127.2727	35.329937
127.3357	35.323997
127.3989	35.317188
127.4605	35.311636
127.5234	35.304817
127.5848	35.299187
127.6477	35.292366
127.7108	35.286787
127.7730	35.279946
127.8376	35.274077
127.8989	35.267546
127.9628	35.261616
128.0256	35.255107
128.0884	35.248286
128.1509	35.242397
128.2134	35.235886
128.2806	35.229985
128.3388	35.223457
128.4012	35.217566
128.4650	35.210737
128.5273	35.205156
128.5895	35.198315
128.6527	35.192676
128.7162	35.185857
128.7787	35.179976
128.8416	35.173477
128.9033	35.166646
128.9660	35.161035
129.0291	35.154216
129.0928	35.148296
129.1563	35.141807
129.2199	35.135925
129.2828	35.129426
129.3456	35.122595
129.4078	35.116655
129.4715	35.110127
129.5328	35.104236
129.5956	35.097747
129.6577	35.091855
129.7197	35.085027
129.7829	35.079387
129.8450	35.072556
129.9070	35.066987
129.9690	35.060186
130.0318	35.054556
130.0942	35.047747
130.1578	35.041836
130.2204	35.035317
130.2835	35.029436
130.3461	35.022905
130.4094	35.016975
130.4706	35.010176
130.5345	35.004597
130.5976	34.997766
130.6593	34.991245
130.7205	34.985327
130.7825	34.979407
130.8449	34.972896
130.9081	34.967026
130.9706	34.960515
131.0329	34.954556
131.0949	34.947737
131.1557	34.942146
131.2188	34.935337
131.2824	34.929746
131.3450	34.922937
131.4073	34.916106
131.4684	34.910476
131.5321	34.904597
131.5949	34.898086
131.6568	34.892166
131.7184	34.885637
131.7806	34.879746
131.8448	34.872915
131.9069	34.866416
131.9670	34.860527
132.0300	34.854885
132.0935	34.848076
132.1566	34.842227
132.2184	34.835706
132.2821	34.829785
132.3427	34.823247
132.4056	34.817336
132.4672	34.810537
132.5282	34.804956
132.5909	34.798157
132.6519	34.792517
132.7141	34.785676
132.7768	34.780095
132.8433	34.773286
132.9038	34.766467
132.9677	34.760857
133.0317	34.754055
133.0945	34.748435
133.1574	34.741606
133.2205	34.735737
133.2815	34.729236
133.3448	34.723306
133.4062	34.716787
133.4694	34.710935
133.5315	34.704087
133.5949	34.698506
133.6568	34.691697
133.7192	34.685156
133.7820	34.679246
133.8434	34.673386
133.9051	34.666887
133.9677	34.660935
134.0301	34.654417
134.0935	34.648535
134.1574	34.641736
134.2197	34.635237
134.2830	34.629365
134.3457	34.622837
134.4075	34.616887
134.4704	34.610095
134.5329	34.604526
134.5933	34.597727
134.6567	34.592107
134.7189	34.585286
134.7815	34.579675
134.8447	34.572847
134.9070	34.566997
134.9703	34.560466
135.0326	34.554546
135.0952	34.548047
135.1586	34.542166
135.2208	34.535337
135.2839	34.528816
135.3463	34.522915
135.4086	34.516387
135.4716	34.510496
135.5355	34.503677
135.5975	34.498096
135.6592	34.491267
135.7216	34.485625
135.7847	34.478835
135.8478	34.472966
135.9102	34.466455
135.9719	34.460537
136.0330	34.454006
136.0949	34.448086
136.1577	34.441277
136.2203	34.435715
136.2831	34.428896
136.3446	34.423267
136.4066	34.416436
136.4698	34.410867
136.5324	34.404026
136.5946	34.398157
136.6576	34.391626
136.7196	34.385706
136.7827	34.379197
136.8449	34.373315
136.9062	34.366487
136.9698	34.360867
137.0314	34.354055
137.0935	34.348467
137.1550	34.341655
137.2178	34.335767
137.2793	34.329246
137.3405	34.323286
137.4038	34.316777
137.4664	34.310916
137.5286	34.304106
137.5910	34.298477
137.6542	34.292566
137.7168	34.286047
137.7794	34.279226
137.8426	34.273645
137.9046	34.266836
137.9669	34.260896
138.0293	34.254387
138.0923	34.248506
138.1548	34.241987
138.2179	34.236077
138.2797	34.229265
138.3433	34.223645
138.4068	34.216846
138.4695	34.210327
138.5333	34.204446
138.5958	34.197627
138.6575	34.191997
138.7214	34.185176
138.7836	34.178645
138.8461	34.172776
138.9097	34.166875
138.9732	34.160356
139.0364	34.153535
139.0997	34.147915
139.1625	34.141106
139.2251	34.135256
139.2877	34.128757
139.3513	34.122817
139.4126	34.116287
139.4739	34.110386
139.5375	34.103586
139.6016	34.097065
139.6651	34.091216
139.7283	34.084675
139.7910	34.078726
139.8535	34.071917
139.9184	34.066335
139.9798	34.059546
140.0430	34.053027
140.1048	34.047136
140.1670	34.040305
140.2290	34.034675
140.2914	34.028806
140.3529	34.022297
140.4160	34.016367
140.4773	34.009846
140.5411	34.003987
140.6027	33.997156
140.6658	33.990647
140.7283	33.984756
140.7913	33.978215
140.8533	33.972327
140.9159	33.965505
140.9771	33.959956
141.0387	33.954006
141.1016	33.947476
141.1652	33.940676
141.2283	33.934807
141.2908	33.928296
141.3525	33.922407
141.4148	33.915876
141.4772	33.909946
141.5393	33.903137
141.6025	33.897576
141.6663	33.890767
141.7285	33.884255
141.7916	33.878325
141.8541	33.871497
141.9175	33.865886
141.9804	33.859087
142.0433	33.853486
142.1056	33.846677
142.1678	33.841047
142.2304	33.834226
142.2933	33.828347
142.3545	33.821826
142.4170	33.815935
142.4786	33.809397
142.5406	33.803506
142.6033	33.797627
142.6662	33.791106
142.7277	33.784277
142.7892	33.778635
142.8522	33.772786
142.9151	33.765967
142.9770	33.759465
143.0397	33.753557
143.1022	33.747026
143.1636	33.741106
143.2257	33.734287
143.2893	33.728726
143.3512	33.722795
143.4148	33.716267
143.4769	33.709436
143.5400	33.703855
143.6014	33.697026
143.6638	33.691135
143.7274	33.684597
143.7894	33.678677
143.8504	33.672175
143.9136	33.666287
143.9760	33.660356
144.0380	33.653826
144.1010	33.647947
144.1635	33.641445
144.2259	33.634626
144.2887	33.628745
144.3492	33.622217
144.4128	33.616267
144.4758	33.609756
144.5385	33.603887
144.5999	33.597075
144.6622	33.591455
144.7250	33.584636
144.7869	33.579016
144.8491	33.572185
144.9115	33.566606
144.9742	33.559795
145.0374	33.553867
145.1002	33.547346
145.1636	33.541445
145.2261	33.534927
145.2892	33.529016
145.3510	33.522207
145.4153	33.516587
145.4758	33.509775
145.5393	33.503267
145.6022	33.497375
145.6628	33.491436
145.7249	33.484907
145.7868	33.479026
145.8492	33.472517
145.9111	33.466626
145.9725	33.459795
146.0355	33.454155
146.0974	33.447327
146.1612	33.441765
146.2242	33.434956
146.2865	33.429326
146.3487	33.422517
146.4106	33.416606
146.4722	33.410095
146.5358	33.404216
146.5968	33.397686
146.6599	33.391755
146.7229	33.384946
146.7845	33.379365
146.8479	33.372537
146.9117	33.366917
146.9746	33.360095
147.0348	33.354177
147.0976	33.347666
147.1604	33.341816
147.2229	33.335295
147.2854	33.329336
147.3479	33.322507
147.4103	33.316926
147.4732	33.310117
147.5375	33.303606
147.6005	33.297717
147.6643	33.290886
147.7154	33.285247
147.7738	33.279365
147.8362	33.273735
147.8995	33.267866
147.9705	33.261367
148.0392	33.254565
148.1019	33.247737
148.1646	33.241235
148.2263	33.234407
148.2890	33.228816
148.3514	33.222007
148.4123	33.216086
148.4756	33.210525
148.5365	33.203687
148.6003	33.198066
148.6627	33.191245
148.7253	33.185347
148.7880	33.178835
148.8500	33.172046
148.9117	33.166455
148.9743	33.160505
149.0360	33.153706
149.0980	33.148137
149.1612	33.141335
149.2239	33.134807
149.2868	33.128906
149.3486	33.122075
149.4113	33.116455
149.4731	33.110596
149.5363	33.104077
149.5998	33.097285
149.6623	33.091636
149.7240	33.084836
149.7867	33.078945
149.8489	33.072427
149.9117	33.066536
149.9761	33.060005
150.0356	33.054116
150.0983	33.047295
150.1607	33.041736
150.2222	33.034907
150.2855	33.029265
150.3483	33.022466
150.4096	33.016587
150.4725	33.010095
150.5359	33.004197
150.5976	32.997656
150.6602	32.991716
150.7235	32.984907
150.7856	32.979346
150.8491	32.972537
150.9120	32.966035
150.9736	32.960105
151.0358	32.953276
151.0994	32.947666
151.1616	32.941807
151.2253	32.935276
151.2875	32.928467
151.3501	32.922827
151.4103	32.916006
151.4706	32.910117
151.5334	32.904485
151.5953	32.897686
151.6591	32.892075
151.7195	32.885266
151.7830	32.879387
151.8431	32.872866
151.9052	32.866907
151.9688	32.860386
152.0315	32.854536
152.0943	32.847727
152.1563	32.842117
152.2184	32.835286
152.2813	32.829675
152.3436	32.822837
152.4051	32.817266
152.4689	32.810466
152.5306	32.804536
152.5936	32.797996
152.6554	32.792107
152.7179	32.785586
152.7814	32.779666
152.8442	32.772866
152.9061	32.767246
152.9689	32.760427
153.0312	32.754866
153.0930	32.748047
153.1560	32.742117
153.2171	32.735576
153.2800	32.729685
153.3423	32.723186
153.4045	32.717295
153.4671	32.710466
153.5301	32.704827
153.5931	32.697996
153.6568	32.692427
153.7193	32.685615
153.7821	32.678806
153.8440	32.673196
153.9064	32.667275
153.9697	32.660767
154.0309	32.653936
154.0925	32.648357
154.1539	32.642427
154.2165	32.635615
154.2792	32.630037
154.3428	32.623196
154.4054	32.616677
154.4679	32.610767
154.5296	32.604846
154.5920	32.598335
154.6554	32.592466
154.7167	32.585945
154.7797	32.579995
154.8420	32.573176
154.9053	32.567576
154.9691	32.560767
155.0313	32.554265
155.0957	32.548376
155.1574	32.541545
155.2200	32.535906
155.2830	32.529077
155.3446	32.523506
155.4089	32.516697
155.4740	32.509895
155.5351	32.504265
155.5977	32.497437
155.6603	32.491826
155.7228	32.485005
155.7860	32.479426
155.8488	32.472627
155.9121	32.466697
155.9760	32.460166
156.0441	32.453347
156.1008	32.446526
156.1638	32.440945
156.2257	32.435046
156.2883	32.428525
156.3511	32.422627
156.4134	32.416116
156.4757	32.410237
156.5374	32.403406
156.5999	32.397776
156.6638	32.390967
156.7254	32.385366
156.7884	32.378557
156.8517	32.372656
156.9146	32.366125
156.9768	32.360195
157.0417	32.353696
157.1017	32.346887
157.1646	32.341025
157.2283	32.334517
157.2921	32.328577
157.3555	32.322046
157.4192	32.316145
157.4822	32.309346
157.5455	32.302827
157.6080	32.296965
157.6707	32.290437
157.7322	32.284475
157.7939	32.277666
157.8562	32.272085
157.9189	32.266187
157.9812	32.259656
158.0485	32.252866
158.1051	32.246025
158.1675	32.240405
158.2303	32.234536
158.2926	32.228025
158.3543	32.222085
158.4163	32.215566
158.4801	32.209717
158.5430	32.203796
158.6046	32.197275
158.6680	32.191355
158.7310	32.184846
158.7933	32.178047
158.8559	32.172185
158.9174	32.165686
158.9794	32.159736
159.0429	32.153206
159.1057	32.147346
159.1680	32.140547
159.2299	32.134956
159.2925	32.128147
159.3543	32.122527
159.4175	32.115686
159.4812	32.108896
159.5444	32.103335
159.6082	32.096526
159.6710	32.090896
159.7348	32.084087
159.7970	32.077246
159.8588	32.071636
159.9207	32.065776
159.9825	32.059246
160.0462	32.053325
160.1071	32.046816
160.1697	32.040935
160.2325	32.034106
160.2956	32.028477
160.3587	32.021675
160.4201	32.015137
160.4822	32.009255
160.5445	32.003376
160.6052	31.996855
160.6687	31.990896
160.7303	31.984365
160.7927	31.978516
160.8567	31.971707
160.9182	31.966096
160.9812	31.959275
161.0443	31.953667
161.1062	31.946836
161.1694	31.940037
161.2314	31.934475
161.2947	31.928545
161.3566	31.922017
161.4199	31.916135
161.4807	31.909626
161.5423	31.903706
161.6047	31.896907
161.6665	31.891287
161.7295	31.884465
161.7918	31.877966
161.8535	31.872075
161.9141	31.866145
161.9767	31.859626
162.0395	31.853735
162.1013	31.847236
162.1634	31.841355
162.2261	31.834536
162.2877	31.828906
162.3502	31.823025
162.4120	31.816516
162.4740	31.810596
162.5362	31.804065
162.5990	31.798176
162.6625	31.791355
162.7248	31.784827
162.7863	31.778936
162.8500	31.772405
162.9126	31.766477
162.9762	31.759666
163.0374	31.754087
163.1029	31.747266
163.1635	31.740757
163.2262	31.734836
163.2892	31.728926
163.3519	31.722417
163.4150	31.716545
163.4781	31.710037
163.5412	31.703206
163.6038	31.697266
163.6659	31.690735
163.7272	31.684866
163.7908	31.678367
163.8528	31.672466
163.9143	31.665635
163.9779	31.660017
164.0401	31.653196
164.1023	31.647646
164.1651	31.640835
164.2286	31.635195
164.2921	31.628396
164.3549	31.622495
164.4175	31.615986
164.4803	31.610095
164.5440	31.603577
164.6063	31.596755
164.6688	31.590835
164.7314	31.584326
164.7941	31.578435
164.8569	31.571926
164.9185	31.566006
164.9810	31.559216
165.0443	31.553606
165.1069	31.546807
165.1697	31.540295
165.2327	31.534407
165.2932	31.528467
165.3548	31.521946
165.4183	31.516096
165.4794	31.509575
165.5421	31.503677
165.6038	31.496846
165.6655	31.491235
165.7274	31.484436
165.7892	31.478865
165.8517	31.472937
165.9147	31.466436
165.9766	31.459626
166.0381	31.453735
166.1014	31.447227
166.1623	31.441335
166.2254	31.434807
166.2867	31.428916
166.3492	31.423037
166.4115	31.416526
166.4744	31.410566
166.5366	31.404036
166.5989	31.398176
166.6617	31.391365
166.7246	31.384846
166.7869	31.378945
166.8491	31.372427
166.9118	31.366487
166.9751	31.359675
167.0368	31.354116
167.1003	31.348186
167.1635	31.341655
167.2250	31.334836
167.2876	31.329255
167.3504	31.322417
167.4120	31.316545
167.4754	31.310017
167.5367	31.304097
167.5990	31.297576
167.6604	31.291697
167.7233	31.285776
167.7862	31.279236
167.8493	31.272437
167.9116	31.266836
167.9735	31.260027
168.0365	31.254146
168.0990	31.247627
168.1606	31.241665
168.2234	31.235146
168.2860	31.229297
168.3504	31.222485
168.4122	31.215986
168.4746	31.210076
168.5370	31.203535
168.5998	31.197615
168.6618	31.190806
168.7241	31.185237
168.7871	31.179297
168.8499	31.172776
168.9129	31.166897
168.9765	31.160386
169.0386	31.153555
169.1023	31.147666
169.1648	31.141135
169.2271	31.135227
169.2896	31.128726
169.3520	31.122837
169.4136	31.116016
169.4758	31.110396
169.5374	31.103586
169.5996	31.097996
169.6621	31.091187
169.7233	31.085295
169.7850	31.078767
169.8476	31.072815
169.9092	31.066316
169.9730	31.060447
170.0351	31.053645
170.0982	31.048025
170.1610	31.041206
170.2242	31.035596
170.2877	31.028767
170.3510	31.021965
170.4141	31.016387
170.4742	31.010457
170.5364	31.003936
170.5993	30.998057
170.6614	30.991526
170.7242	30.985596
170.7880	30.978787
170.8510	30.972256
170.9131	30.966345
170.9747	30.959836
171.0366	30.953955
171.0987	30.948015
171.1616	30.941487
171.2247	30.935605
171.2879	30.929097
171.3505	30.922285
171.4119	30.916387
171.4733	30.909856
171.5365	30.903926
171.5983	30.897427
171.6603	30.891555
171.7242	30.884756
171.7866	30.879136
171.8486	30.873225
171.9113	30.866716
171.9742	30.859885
172.0360	30.854297
172.0986	30.847485
172.1620	30.841565
172.2248	30.835056
172.2876	30.829165
172.3501	30.822656
172.4139	30.816736
172.4759	30.809937
172.5391	30.803396
172.6018	30.797505
172.6649	30.790986
172.7277	30.785095
172.7889	30.778286
172.8512	30.772646
172.9141	30.766797
172.9768	30.760276
173.0401	30.753486
173.1027	30.747566
173.1655	30.741035
173.2276	30.735127
173.2892	30.728616
173.3522	30.722756
173.4144	30.715935
173.4768	30.710305
173.5378	30.703477
173.5996	30.697886
173.6618	30.691086
173.7245	30.685486
173.7865	30.678687
173.8497	30.672766
173.9118	30.666265
173.9744	30.660366
174.0367	30.653865
174.0988	30.647937
174.1620	30.641135
174.2245	30.635547
174.2857	30.628726
